id,locality,type_of_property,subtype_of_property,type_of_sale,price,number_of_bedrooms,surface,fully_equipped_kitchen,furnished,open_fire,terrace,terrace_surface,garden,garden_surface,land_surface,number_of_facades,swimming_pool,state_of_the_building
9805765,Charleroi,APARTMENT,APARTMENT,residential_sale,210000,2,101,1,0,0,0,None,0,None,,4,0,AS_NEW
10107649,Tamines,APARTMENT,APARTMENT,residential_sale,238000,2,128,1,0,0,0,None,0,None,None,2,0,JUST_RENOVATED
9577413,Sint-Truiden,APARTMENT,APARTMENT,residential_sale,259900,2,98,None,0,0,1,None,1,None,None,,0,
9577415,Sint-Truiden,APARTMENT,APARTMENT,residential_sale,269900,2,103,None,0,0,1,None,1,None,None,,0,
9577414,Sint-Truiden,APARTMENT,APARTMENT,residential_sale,269900,2,94,None,0,0,1,None,1,None,None,,0,
9577409,Sint-Truiden,APARTMENT,APARTMENT,residential_sale,269900,2,97,None,0,0,1,None,1,None,None,,0,
9577411,Sint-Truiden,APARTMENT,APARTMENT,residential_sale,274900,2,99,None,0,0,1,None,1,None,None,,0,
10124349,Tournai,HOUSE,EXCEPTIONAL_PROPERTY,residential_sale,2200000,7,1000,0,0,1,1,None,0,None,13931,4,1,
10054691,Gent,HOUSE_GROUP,HOUSE_GROUP,group_sale,None,None,None,None,0,0,0,None,0,None,None,None,0,None
10129780,Menen,HOUSE,HOUSE,residential_sale,165000,3,175,None,0,0,0,None,1,None,95,2,0,GOOD
10128950,Dinant,HOUSE,HOUSE,residential_sale,265000,3,105,0,0,0,1,None,0,None,286,3,0,AS_NEW
10128495,Geraardsbergen,HOUSE,HOUSE,residential_sale,275000,5,268,0,0,0,1,None,0,None,350,2,0,TO_BE_DONE_UP
10127982,Oostende,HOUSE,MANSION,residential_sale,399000,3,273,0,0,0,1,None,0,None,0,,0,
9957753,Antwerp,HOUSE,HOUSE,residential_sale,429000,2,111,0,0,0,0,None,0,None,42,2,0,
10129826,Grembergen,HOUSE,HOUSE,residential_sale,449900,4,247,0,0,1,0,None,1,None,612,4,0,GOOD
10127857,Mouscron,HOUSE,VILLA,residential_sale,545000,3,348,1,0,0,0,None,0,None,1249,,0,AS_NEW
10129101,Overijse,HOUSE,HOUSE,residential_sale,549000,3,236,0,0,0,1,None,0,None,2320,3,0,TO_BE_DONE_UP
10133389,Desselgem,HOUSE,HOUSE,residential_sale,358000,3,175,1,0,0,1,None,1,None,352,,0,
10133079,Chastre,HOUSE,HOUSE,residential_sale,370000,3,106,1,0,0,0,None,0,None,646,,0,GOOD
10147306,La Louviere,HOUSE,VILLA,residential_sale,299000,3,149,1,0,0,1,None,0,None,338,3,0,
10147290,La Louviere,HOUSE,VILLA,residential_sale,299000,3,149,1,0,0,1,None,0,None,340,3,0,
10147315,La Louviere,HOUSE,VILLA,residential_sale,305000,3,149,1,0,0,1,None,0,None,334,3,0,
9890534,Hornu,HOUSE,HOUSE,residential_sale,105000,3,104,None,0,0,0,None,0,None,230,3,0,TO_RENOVATE
10134016,Ogy,HOUSE,HOUSE,residential_sale,180000,4,200,0,0,0,0,None,0,None,1085,None,0,None
10134679,Deerlijk,HOUSE,HOUSE,residential_sale,280000,4,180,0,0,0,1,None,0,None,0,3,0,GOOD
10135215,SINT-AMANDSBERG,HOUSE,EXCEPTIONAL_PROPERTY,residential_sale,295000,3,101,0,0,0,0,None,0,None,0,,0,GOOD
10135038,Mechelen,HOUSE,HOUSE,residential_sale,349000,3,143,0,0,0,1,None,0,None,205,3,0,
10134273,Gent,HOUSE,HOUSE,residential_sale,495000,3,247,None,0,0,1,None,0,None,71,2,0,
10134070,Marche-en-Famenne,HOUSE,EXCEPTIONAL_PROPERTY,residential_sale,650000,6,299,1,0,0,1,None,1,None,2519,4,0,AS_NEW
10105172,Wingene,HOUSE,HOUSE,residential_sale,180000,2,115,None,0,0,0,None,0,None,260,2,0,GOOD
10139239,Maldegem,HOUSE,HOUSE,residential_sale,211000,4,None,None,0,0,1,None,1,None,450,2,0,TO_RENOVATE
10139052,Le Roeulx Villesur-Haine,HOUSE,HOUSE,residential_sale,269000,3,202,0,0,0,1,None,1,None,1620,3,0,GOOD
10061278,Ardooie,HOUSE,HOUSE,residential_sale,269000,4,159,0,0,0,1,None,1,None,171,3,0,JUST_RENOVATED
10139157,Aalst,HOUSE,HOUSE,residential_sale,277000,3,None,0,0,0,1,None,0,None,140,2,0,GOOD
10127646,Aalst,HOUSE,HOUSE,residential_sale,315000,2,None,0,0,0,1,None,1,None,629,3,0,JUST_RENOVATED
10139760,Leuven,HOUSE,HOUSE,residential_sale,580000,4,203,None,0,0,0,None,1,None,169,2,0,
10144611,FLÉNU,HOUSE,HOUSE,residential_sale,140000,3,138,None,0,0,0,None,0,None,162,2,0,
9577410,Sint-Truiden,APARTMENT,APARTMENT,residential_sale,274900,2,97,None,0,0,1,None,1,None,None,,0,
9577412,Sint-Truiden,APARTMENT,APARTMENT,residential_sale,279900,2,100,None,0,0,1,None,1,None,None,,0,
9577405,Sint-Truiden,APARTMENT,APARTMENT,residential_sale,279900,2,103,None,0,0,1,None,1,None,None,,0,
9762589,Wommelgem,APARTMENT,APARTMENT,residential_sale,280000,2,75,0,0,0,1,None,1,None,,4,0,
9971643,Waregem,APARTMENT,PENTHOUSE,residential_sale,291900,2,82,0,0,0,1,None,0,None,,2,0,AS_NEW
9577407,Sint-Truiden,APARTMENT,APARTMENT,residential_sale,304900,3,108,None,0,0,1,None,1,None,None,,0,
9971642,Waregem,APARTMENT,APARTMENT,residential_sale,314900,2,106,0,0,0,1,None,0,None,,2,0,AS_NEW
9997405,Liege,APARTMENT,APARTMENT,residential_sale,318000,2,103,None,0,0,1,None,0,None,None,,0,AS_NEW
9577408,Sint-Truiden,APARTMENT,APARTMENT,residential_sale,329900,3,117,None,0,0,1,None,1,None,None,,0,
9577406,Sint-Truiden,APARTMENT,APARTMENT,residential_sale,334900,3,111,None,0,0,1,None,1,None,None,,0,
10115116,Mont-Saint-Guibert,APARTMENT,APARTMENT,residential_sale,335000,3,108,0,0,0,1,None,1,None,None,,0,
9577404,Sint-Truiden,APARTMENT,APARTMENT,residential_sale,349900,3,120,None,0,0,1,None,1,None,None,,0,
10117667,Aalst,APARTMENT,APARTMENT,residential_sale,364000,3,107,None,0,0,1,None,0,None,None,,0,GOOD
9775109,Mont-Saint-Guibert,APARTMENT,PENTHOUSE,residential_sale,377000,2,114,0,0,0,1,None,0,None,None,,0,AS_NEW
10117670,Lede,APARTMENT,APARTMENT,residential_sale,389000,3,130,None,0,0,1,None,0,None,None,None,0,None
10117632,Lede,APARTMENT,APARTMENT,residential_sale,410000,3,130,None,0,0,1,None,0,None,None,None,0,None
10117631,Lede,APARTMENT,APARTMENT,residential_sale,410000,3,130,None,0,0,1,None,0,None,None,None,0,None
10106567,Antwerp,APARTMENT,APARTMENT,residential_sale,1930319,3,201,1,0,0,1,None,0,None,,,0,AS_NEW
9963359,Antwerpen,APARTMENT,APARTMENT,residential_sale,350000,2,110,1,1,0,0,None,0,None,None,,0,AS_NEW
10092352,Gent,APARTMENT,APARTMENT,residential_sale,399000,3,132,None,0,0,1,None,0,None,None,2,0,GOOD
10139028,Brussels City,APARTMENT,APARTMENT,residential_sale,785000,3,144,None,0,0,1,None,1,None,None,,0,
10137567,Laeken,APARTMENT,APARTMENT,residential_sale,112500,1,40,0,0,0,0,None,0,None,None,2,0,
10079387,Ronse,APARTMENT,APARTMENT,residential_sale,220000,2,None,1,0,0,1,None,0,None,,,0,AS_NEW
10137208,IXELLES 2,APARTMENT,APARTMENT,residential_sale,475000,3,110,None,0,0,1,None,0,None,None,,0,
10125607,Antwerpen,APARTMENT,APARTMENT,residential_sale,179999,1,45,None,0,0,0,None,0,None,None,,0,GOOD
10058666,Knokke,APARTMENT_GROUP,APARTMENT_GROUP,group_sale,None,None,None,None,0,0,0,None,0,None,None,None,0,None
10140403,Blankenberge,APARTMENT,APARTMENT,residential_sale,320000,3,232,None,0,1,1,None,0,None,,None,0,None
10129926,Blankenberge,APARTMENT,APARTMENT,residential_sale,159000,1,52,None,0,0,1,None,0,None,,,0,AS_NEW
10145944,Nieuwpoort,APARTMENT,APARTMENT,residential_sale,149500,1,24,None,0,0,0,None,0,None,None,2,0,
10133435,Harelbeke,APARTMENT,APARTMENT,residential_sale,270000,3,None,None,0,0,1,None,0,None,,,0,
10143154,Niel,HOUSE,HOUSE,residential_sale,269000,2,158,0,0,0,1,None,0,None,156,2,0,
10143729,Gent,HOUSE,HOUSE,residential_sale,282000,2,90,0,0,0,1,None,1,None,44,,0,GOOD
9881102,Heist-op-den-Berg,HOUSE,VILLA,residential_sale,375000,3,202,None,0,0,1,None,0,None,1085,4,0,
10143439,Brugge,HOUSE,HOUSE,residential_sale,388000,3,142,1,0,0,0,None,0,None,117,2,0,
9876898,Uccle,HOUSE,VILLA,residential_sale,2150000,6,332,0,0,1,1,None,1,None,1340,4,1,
10146692,Aische-en-Refail,HOUSE,HOUSE,residential_sale,295000,3,None,0,0,0,1,None,1,None,708,3,0,GOOD
10146534,Lebbeke,HOUSE,HOUSE,residential_sale,330000,3,None,0,0,1,1,1,1,1,0,2,0,AS_NEW
10146629,Koekelare,HOUSE,HOUSE,residential_sale,395000,3,None,None,0,0,0,None,0,None,1098,4,0,GOOD
10146425,Oudenaarde,HOUSE,HOUSE,residential_sale,398000,4,188,None,0,0,0,None,0,None,0,2,0,JUST_RENOVATED
10146383,Veurne,HOUSE,HOUSE,residential_sale,439000,4,274,0,0,0,0,None,1,None,1186,4,0,GOOD
10114773,Niel,HOUSE,HOUSE,annuity_monthly_amount,54900,3,120,0,0,0,0,None,0,None,64,2,0,TO_RENOVATE
10119090,PATURAGES,HOUSE,HOUSE,residential_sale,60000,2,97,None,0,0,0,None,0,None,200,2,0,TO_RENOVATE
10082233,Frameries,HOUSE,HOUSE,residential_sale,70000,2,111,None,0,0,0,None,0,None,110,2,0,TO_RENOVATE
10091317,WASMES,HOUSE,HOUSE,residential_sale,70000,2,128,None,0,0,0,None,0,None,188,2,0,TO_BE_DONE_UP
9865217,Verviers Lambermont,HOUSE,HOUSE,residential_sale,75000,2,120,0,0,0,1,None,0,None,0,2,0,TO_RENOVATE
9944607,LA BOUVERIE,HOUSE,HOUSE,residential_sale,75000,2,100,None,0,0,0,None,0,None,70,2,0,TO_RENOVATE
9822430,Frameries,HOUSE,HOUSE,residential_sale,75000,2,91,None,0,0,0,None,0,None,140,2,0,TO_RENOVATE
9975228,Herstal,HOUSE,HOUSE,residential_sale,79000,2,35,0,0,0,0,None,0,None,194,,0,
9997326,Ampsin,HOUSE,HOUSE,residential_sale,79000,3,150,None,0,0,0,None,0,None,850,4,0,AS_NEW
10047997,PATURAGES,HOUSE,HOUSE,residential_sale,82500,3,127,None,0,0,0,None,0,None,208,2,0,TO_RENOVATE
9952660,Vaux-sous-Chèvremont,HOUSE,HOUSE,residential_sale,90000,1,116,None,0,0,1,None,1,None,0,2,0,
10110653,Boussu,HOUSE,HOUSE,residential_sale,90000,2,108,None,0,0,0,None,0,None,270,2,0,TO_RENOVATE
9982006,Binche,HOUSE,HOUSE,residential_sale,95000,2,172,0,0,0,0,None,0,None,60,2,0,GOOD
10104810,Piéton,HOUSE,HOUSE,residential_sale,95000,2,140,0,0,0,1,None,0,None,0,3,0,GOOD
10031541,Hornu,HOUSE,HOUSE,residential_sale,95000,2,95,None,0,0,0,None,0,None,190,2,0,GOOD
9972149,FLÉNU,HOUSE,HOUSE,residential_sale,98000,2,115,None,0,0,0,None,0,None,153,2,0,TO_RENOVATE
10081821,Huy,HOUSE,HOUSE,residential_sale,99000,3,171,None,0,0,1,None,0,None,75,2,0,TO_RENOVATE
9636294,Anderlues,HOUSE,HOUSE,residential_sale,99000,2,164,0,0,0,0,None,0,None,310,2,0,TO_BE_DONE_UP
9976634,Liege,HOUSE,HOUSE,residential_sale,99500,1,50,0,0,0,1,None,0,None,75,3,0,JUST_RENOVATED
10075943,Verviers Lambermont,HOUSE,HOUSE,annuity_monthly_amount,100000,3,130,0,0,0,1,None,0,None,436,3,0,GOOD
10133434,Harelbeke,APARTMENT,APARTMENT,residential_sale,287000,2,None,None,0,0,1,None,0,None,,,0,
10145032,Ardooie,APARTMENT,APARTMENT,residential_sale,376825,3,132,1,0,0,1,None,1,None,,,0,
10132855,Mechelen,APARTMENT,APARTMENT,residential_sale,1150000,3,216,1,0,0,1,None,0,None,,2,0,AS_NEW
10136950,Deinze,APARTMENT,APARTMENT,residential_sale,286788,2,92,1,0,0,1,None,1,None,,2,0,
10134884,VYLE-ET-THAROUL,APARTMENT,APARTMENT,residential_sale,205000,2,88,0,0,0,1,None,1,None,None,,0,
10013386,Charleroi,APARTMENT,APARTMENT,residential_sale,89000,2,80,None,0,0,0,None,0,None,None,,0,
10055210,BON-SECOURS,APARTMENT,APARTMENT,residential_sale,90000,1,50,0,0,0,0,None,0,None,None,2,0,GOOD
10101506,Molenbeek-Saint-Jean,APARTMENT,FLAT_STUDIO,residential_sale,99000,0,40,0,0,0,1,None,0,None,None,2,0,GOOD
9902650,Chaudfontaine Embourg,APARTMENT,SERVICE_FLAT,residential_sale,115000,1,68,None,0,0,1,None,0,None,None,2,0,GOOD
9810130,Roeselare,APARTMENT,APARTMENT,residential_sale,115000,2,None,None,1,0,0,None,0,None,,2,0,GOOD
10092168,Avelgem,APARTMENT,APARTMENT,residential_sale,118000,2,84,0,0,0,0,None,0,None,,2,0,TO_RENOVATE
9268295,Waregem,APARTMENT,APARTMENT,residential_sale,125000,1,None,None,0,0,1,None,0,None,,,0,AS_NEW
9951606,Roeselare,APARTMENT,APARTMENT,residential_sale,130000,1,None,None,0,0,0,None,0,None,,2,0,GOOD
9809108,Roeselare,APARTMENT,APARTMENT,residential_sale,135000,1,73,None,0,0,0,None,0,None,,,0,AS_NEW
10079525,Izegem,APARTMENT,APARTMENT,residential_sale,139000,2,None,0,0,0,1,None,0,None,,2,0,
10051321,Westende,APARTMENT,APARTMENT,residential_sale,145000,1,54,None,1,0,0,None,0,None,None,3,0,
10021413,Eeklo,APARTMENT,APARTMENT,residential_sale,149000,1,63,0,0,0,0,None,0,None,,,0,AS_NEW
9704830,Mons,APARTMENT,APARTMENT,residential_sale,153000,2,85,0,0,0,1,None,0,None,None,3,0,AS_NEW
9309760,Westende (Middelkerke),APARTMENT,FLAT_STUDIO,residential_sale,160000,0,55,None,0,0,0,None,0,None,None,2,0,
10119466,Aalst,APARTMENT,APARTMENT,residential_sale,169000,2,73,0,0,0,1,None,0,None,,,0,
9970398,Torhout,APARTMENT,APARTMENT,residential_sale,177000,2,86,0,0,0,0,None,0,None,,2,0,GOOD
10111853,Sint-Amandsberg,APARTMENT,APARTMENT,residential_sale,179000,1,52,0,0,0,0,None,0,None,,,0,
9809107,Roeselare,APARTMENT,APARTMENT,residential_sale,185000,1,73,None,0,0,0,None,0,None,,,0,AS_NEW
10115842,Court-St.-Etienne,APARTMENT,APARTMENT,residential_sale,189000,1,72,0,0,0,1,None,0,None,None,2,0,TO_BE_DONE_UP
10023709,Maldegem,APARTMENT,APARTMENT,residential_sale,189000,2,90,1,0,0,1,None,0,None,,2,0,
10041281,Langemark-Poelkapelle,APARTMENT,SERVICE_FLAT,residential_sale,195000,1,None,None,0,0,0,None,0,None,None,4,0,AS_NEW
10116208,St-Gillis-bij-Dendermonde,APARTMENT,GROUND_FLOOR,residential_sale,195000,2,80,0,0,0,1,None,0,None,,3,0,GOOD
9948440,Middelkerke,APARTMENT,DUPLEX,residential_sale,199000,2,93,None,0,0,1,None,0,None,None,,0,AS_NEW
9835964,Waregem,APARTMENT,APARTMENT,residential_sale,199000,1,None,None,0,0,0,None,0,None,,,0,AS_NEW
10023186,Anderlecht,APARTMENT,GROUND_FLOOR,residential_sale,209000,1,62,0,0,0,1,None,1,None,None,2,0,AS_NEW
9895147,Boussu,HOUSE,HOUSE,residential_sale,100000,2,120,None,0,0,0,None,1,None,200,2,0,TO_RENOVATE
9806381,PATURAGES,HOUSE,HOUSE,residential_sale,100000,2,88,None,0,0,0,None,0,None,470,2,0,TO_BE_DONE_UP
10088632,Pecq,HOUSE,HOUSE,residential_sale,105000,2,None,0,0,0,0,None,0,None,70,2,0,JUST_RENOVATED
9950296,Pironchamps,HOUSE,HOUSE,residential_sale,110000,2,105,0,0,0,1,None,0,None,140,2,0,GOOD
10095070,FLÉNU,HOUSE,HOUSE,residential_sale,110000,3,151,None,0,0,0,None,0,None,200,3,0,TO_RENOVATE
9992037,Bruly,HOUSE,HOUSE,residential_sale,118000,2,76,0,0,0,1,None,1,None,181,3,0,
10043073,Sombreffe,HOUSE,HOUSE,annuity_monthly_amount,120000,1,190,0,0,0,1,None,1,None,1000,4,0,AS_NEW
9965227,WASMES,HOUSE,HOUSE,residential_sale,120000,3,155,None,0,0,0,None,0,None,170,2,0,TO_RENOVATE
10077039,Charleroi,HOUSE,HOUSE,residential_sale,129000,5,178,None,0,0,1,None,1,None,0,3,0,TO_BE_DONE_UP
9945150,Binche,HOUSE,HOUSE,residential_sale,130000,3,None,0,0,0,1,None,0,None,97,2,0,JUST_RENOVATED
10110654,ELOUGES,HOUSE,HOUSE,residential_sale,130000,4,126,None,0,0,0,None,0,None,311,3,0,TO_BE_DONE_UP
9934761,QUIÉVRAIN,HOUSE,HOUSE,residential_sale,130000,3,131,None,0,0,0,None,0,None,540,3,0,TO_BE_DONE_UP
9935136,PÉRUWELZ,HOUSE,HOUSE,residential_sale,130000,2,128,None,0,0,0,None,0,None,616,3,0,TO_BE_DONE_UP
9882001,Thumaide,HOUSE,HOUSE,residential_sale,130000,2,124,None,0,0,0,None,0,None,411,4,0,TO_BE_DONE_UP
10036802,Herstal,HOUSE,HOUSE,residential_sale,135000,3,None,None,0,0,1,None,0,None,0,2,0,JUST_RENOVATED
10113146,Mons,HOUSE,HOUSE,residential_sale,135000,2,90,None,0,0,0,None,0,None,60,3,0,TO_BE_DONE_UP
10025772,Frameries,HOUSE,HOUSE,residential_sale,135000,3,127,None,0,0,0,None,0,None,90,2,0,
9944606,Cuesmes,HOUSE,HOUSE,residential_sale,140000,2,136,None,0,0,0,None,0,None,140,2,0,TO_BE_DONE_UP
9965228,Tertre,HOUSE,HOUSE,residential_sale,140000,4,187,None,0,0,0,None,0,None,1500,3,0,TO_BE_DONE_UP
9988980,WIHÉRIES,HOUSE,HOUSE,residential_sale,140000,3,216,None,0,0,0,None,0,None,520,4,0,TO_RENOVATE
9972150,FAYT-LE-FRANC,HOUSE,HOUSE,residential_sale,140000,1,125,None,0,0,0,None,0,None,1059,3,0,TO_RENOVATE
10065407,Liege Grivegnée,HOUSE,HOUSE,residential_sale,145000,1,50,0,0,0,1,None,1,None,235,4,0,GOOD
9860685,GIVRY,HOUSE,HOUSE,residential_sale,145000,2,179,None,0,0,0,None,0,None,390,2,0,TO_BE_DONE_UP
9967513,FAYT-LE-FRANC,HOUSE,HOUSE,residential_sale,150000,3,189,None,0,0,0,None,0,None,1840,4,0,TO_RENOVATE
9991493,Seraing Ougrée,HOUSE,HOUSE,residential_sale,155000,3,75,0,1,0,1,None,0,None,50,2,0,AS_NEW
10033072,Binche,HOUSE,HOUSE,residential_sale,155000,2,73,0,0,0,1,None,0,None,106,3,0,GOOD
9780702,Olloy-sur-Viroin,HOUSE,HOUSE,residential_sale,158000,3,500,0,0,0,1,None,1,None,1613,3,0,
9987310,Nivelles,HOUSE,BUNGALOW,residential_sale,162000,1,50,None,0,0,1,None,1,None,146,3,0,AS_NEW
9897793,FONTAINE-VALMONT,HOUSE,HOUSE,residential_sale,165000,3,197,None,0,0,0,None,0,None,720,3,0,TO_BE_DONE_UP
10011971,Mouscron,HOUSE,HOUSE,residential_sale,165000,2,110,None,0,0,0,None,0,None,335,2,0,
10118480,Saint-Ghislain,APARTMENT,APARTMENT,residential_sale,210000,3,164,0,0,0,0,None,0,None,None,2,0,AS_NEW
10102165,Tienen,APARTMENT,APARTMENT,residential_sale,215000,2,None,0,0,0,1,None,0,None,,2,0,GOOD
9923063,Lokeren,APARTMENT,APARTMENT,residential_sale,220000,1,70,None,0,0,1,None,0,None,None,,0,AS_NEW
9837105,Zoutleeuw,APARTMENT,APARTMENT,residential_sale,226000,2,72,0,0,0,1,None,1,None,,2,0,
10071379,Ieper,APARTMENT,APARTMENT,residential_sale,228811,1,69,0,0,0,1,None,1,None,,,0,
10118041,Antwerpen,APARTMENT,APARTMENT,residential_sale,235000,1,70,None,0,0,0,None,0,None,None,2,0,
9731385,Oostende,APARTMENT,DUPLEX,residential_sale,235000,2,99,0,0,0,1,None,0,None,None,,0,GOOD
9877422,Anderlecht,APARTMENT,APARTMENT,residential_sale,239000,2,90,1,0,0,0,None,0,None,None,2,0,AS_NEW
10092814,Blankenberge,APARTMENT,APARTMENT,residential_sale,239000,2,83,None,0,0,0,None,0,None,,,0,
9973113,Aubange Halanzy,APARTMENT,APARTMENT,residential_sale,240000,2,80,0,0,0,1,None,0,None,None,,0,AS_NEW
9938416,Duffel,APARTMENT,PENTHOUSE,residential_sale,244000,3,86,0,0,0,0,None,1,None,,2,0,GOOD
9992471,La Hulpe,APARTMENT,APARTMENT,residential_sale,245000,2,85,None,0,0,0,None,0,None,None,2,0,
9825702,Roeselare,APARTMENT,APARTMENT,residential_sale,245000,2,105,1,0,0,1,None,1,None,,,0,
9990312,Diksmuide,APARTMENT,APARTMENT,residential_sale,247500,2,127,0,0,0,0,None,1,None,,3,0,GOOD
9705417,Rumbeke,APARTMENT,APARTMENT,residential_sale,250000,2,None,None,0,0,1,None,0,None,,,0,AS_NEW
10111005,Bruxelles,APARTMENT,APARTMENT,residential_sale,265000,3,None,0,0,0,0,None,0,None,None,None,0,None
10098580,Emelgem,APARTMENT,APARTMENT,residential_sale,265000,2,100,None,0,0,0,None,0,None,,2,0,
9645122,Buggenhout,APARTMENT,APARTMENT,residential_sale,269000,2,77,None,0,0,1,None,1,None,,,0,AS_NEW
9124228,Buggenhout,APARTMENT,APARTMENT,residential_sale,269000,2,77,None,0,0,1,None,1,None,,,0,AS_NEW
9962106,Louvain-La-Neuve,APARTMENT,APARTMENT,residential_sale,270000,1,65,0,0,0,1,None,0,None,None,4,0,
9367896,Ardooie,APARTMENT,APARTMENT,residential_sale,270000,2,None,0,0,0,1,None,1,None,,,0,
10041103,Nieuwpoort,APARTMENT,APARTMENT,residential_sale,279000,1,68,None,0,0,1,None,1,None,,,0,AS_NEW
10096667,Saint-Gilles,APARTMENT,APARTMENT,residential_sale,280000,2,80,0,0,0,0,None,0,None,None,2,0,GOOD
10080852,Blankenberge,APARTMENT,APARTMENT,residential_sale,282000,2,76,0,0,0,1,None,0,None,,,0,
9730507,Nieuwpoort,APARTMENT,APARTMENT,residential_sale,289000,4,146,0,0,0,0,None,1,None,,2,0,
9878086,Halle,APARTMENT,APARTMENT,residential_sale,299000,1,75,None,0,0,1,None,1,None,,,0,
9968735,Strombeek-Bever,APARTMENT,APARTMENT,residential_sale,299900,3,120,None,0,0,0,None,0,None,,,0,
10066817,Brugge,APARTMENT,APARTMENT,residential_sale,303500,2,None,1,0,0,1,None,0,None,,2,0,
9240206,Ninove,APARTMENT,APARTMENT,residential_sale,319000,2,116,0,0,0,1,None,0,None,,2,0,AS_NEW
10079235,Koolkerke,APARTMENT,APARTMENT,residential_sale,324000,2,None,None,0,0,1,None,0,None,,2,0,GOOD
10027846,Saint-Mard,HOUSE,HOUSE,residential_sale,169000,3,164,None,0,0,0,None,0,None,482,2,0,
10048537,Wetteren,HOUSE,HOUSE,residential_sale,169000,3,110,0,0,0,0,None,0,None,84,1,0,TO_RENOVATE
10069587,Mont-sur-Marchienne,HOUSE,HOUSE,residential_sale,170000,7,190,None,0,0,1,None,0,None,185,2,0,TO_RENOVATE
10044834,WIHÉRIES,HOUSE,HOUSE,residential_sale,172000,3,245,None,0,0,0,None,0,None,2723,3,0,TO_RENOVATE
10056554,FLÉNU,HOUSE,HOUSE,residential_sale,175000,3,176,None,0,0,0,None,0,None,253,2,0,TO_RENOVATE
10054984,ELOUGES,HOUSE,HOUSE,residential_sale,175000,3,170,None,0,0,0,None,0,None,347,3,0,TO_BE_DONE_UP
9768121,Pepinster,HOUSE,MIXED_USE_BUILDING,residential_sale,179000,4,250,0,0,0,1,None,0,None,0,2,0,TO_RENOVATE
9889786,Erquelinnes,HOUSE,APARTMENT_BLOCK,residential_sale,180000,0,None,0,0,0,0,None,0,None,1090,3,0,TO_RENOVATE
9992085,Seraing,HOUSE,MIXED_USE_BUILDING,residential_sale,185000,3,None,0,0,0,1,None,1,None,0,2,0,
10066079,Soumagne,HOUSE,HOUSE,residential_sale,185000,3,165,0,0,0,0,None,1,None,188,4,0,TO_BE_DONE_UP
9042644,LE BIZET,HOUSE,HOUSE,residential_sale,185000,3,200,0,0,0,1,None,1,None,0,2,0,TO_RENOVATE
10075145,Beyne-Heusay,HOUSE,HOUSE,residential_sale,197000,2,97,0,0,0,1,None,1,None,145,3,0,GOOD
9959930,Boussu,HOUSE,HOUSE,residential_sale,200000,3,165,None,0,0,0,None,0,None,593,3,0,TO_BE_DONE_UP
9731015,Beyne-Heusay,HOUSE,HOUSE,residential_sale,210000,4,159,0,0,0,1,None,0,None,180,3,0,GOOD
9731014,Beyne-Heusay,HOUSE,APARTMENT_BLOCK,residential_sale,210000,4,159,0,0,0,1,None,0,None,180,3,0,GOOD
9866945,Cuesmes,HOUSE,HOUSE,residential_sale,210000,6,255,None,0,0,0,None,0,None,400,2,0,TO_BE_DONE_UP
9898938,Ellignies-sainte-anne,HOUSE,COUNTRY_COTTAGE,residential_sale,210000,3,109,0,0,0,1,None,1,None,780,3,0,TO_BE_DONE_UP
10008729,Ingelmunster,HOUSE,HOUSE,residential_sale,210000,3,172,None,0,0,0,None,1,None,682,3,0,TO_BE_DONE_UP
10119837,Sint-Pieters-Leeuw,HOUSE,HOUSE,residential_sale,215000,2,105,0,0,0,1,None,0,None,274,2,0,GOOD
10119838,Sint-Pieters-Leeuw Ruisbroek,HOUSE,HOUSE,residential_sale,215000,2,105,0,0,0,1,None,0,None,274,2,0,GOOD
10023563,Chatelet,HOUSE,HOUSE,residential_sale,219000,5,339,0,0,0,1,None,0,None,420,2,0,TO_BE_DONE_UP
10052356,Ninove,HOUSE,HOUSE,residential_sale,219000,2,152,0,0,0,1,None,0,None,0,2,0,TO_BE_DONE_UP
9990300,Wielsbeke,HOUSE,HOUSE,residential_sale,220000,3,154,None,0,0,0,None,1,None,376,2,0,GOOD
10063477,Seraing,HOUSE,HOUSE,residential_sale,225000,4,155,0,0,0,1,None,1,None,309,3,0,JUST_RENOVATED
10000068,Tihange,HOUSE,HOUSE,residential_sale,235000,2,137,0,0,0,1,None,0,None,1992,4,0,GOOD
9786004,Lessines,HOUSE,HOUSE,residential_sale,235000,2,98,None,0,0,1,None,1,None,2800,,0,
9786003,Lessines,HOUSE,HOUSE,residential_sale,235000,2,98,None,0,0,1,None,1,None,2800,,0,
10121157,Ronse,HOUSE,MIXED_USE_BUILDING,residential_sale,239000,5,240,0,0,0,1,None,1,None,0,2,0,TO_RENOVATE
10120647,Ronse,HOUSE,MIXED_USE_BUILDING,residential_sale,239000,5,240,0,0,0,1,None,1,None,0,2,0,TO_RENOVATE
10116816,Ronse,HOUSE,HOUSE,residential_sale,239000,5,240,0,0,0,1,None,1,None,0,2,0,TO_RENOVATE
9801873,Bruxelles,APARTMENT,APARTMENT,residential_sale,325000,2,113,0,0,0,0,None,0,None,None,2,0,AS_NEW
9799414,Bruxelles,APARTMENT,APARTMENT,residential_sale,325000,2,113,0,0,0,0,None,0,None,None,2,0,AS_NEW
9899549,Bornem,APARTMENT,APARTMENT,residential_sale,335000,2,101,None,0,0,1,None,0,None,,,0,AS_NEW
